,Player,Team,GP,GS,Min,PTS,PM_2,PA_2,P2proc,PM_3,PA_3,P3proc,FTM,FTA,FTAproc,OR,DR,TR,AST,STL,TO,BLK,BLKA,FC,FD,PIR
431,A. HERREROSALBERTO HERREROS,RMD,63,31,23,10.7,1.5,3,51.6,1.8,4.3,41.8,2.3,2.8,81.7,0.7,1.7,2.4,1.2,1,1,0.1,0.1,1.8,2.6,10.7
432,K. HINESKYLE HINES,"BRO, OLY, CSK, EA7",392,158,21,8.2,3.3,5.4,61.1,0,0,16.7,1.6,2.5,65.1,2,2.5,4.5,1.2,0.7,1.1,0.8,0.5,2.5,2.3,10.7
433,R. ARCHIBALDROBERT ARCHIBALD,"PES, CJB, UNI",78,57,18,8.9,2.9,5.2,56.7,0,0,0,3,4.6,65.7,2.1,2.6,4.7,0.6,0.8,1.8,0.6,0.4,3,4.2,10.7
434,V. STIMACVLADIMIR STIMAC,"ZAL, UNI, BAY, EFS, FNB, CZV",111,22,16,8,3.1,5.3,59,0,0.1,25,1.6,2.5,62.9,2.1,3,5.1,0.7,0.4,0.8,0.3,0.6,1.8,2.7,10.7
435,D. DIKOUDISDIMOS DIKOUDIS,"AEK, VBC, CSK, PAO, PNI",130,71,21,10.1,3.5,6.1,56.6,0.4,1,36.2,2.1,3.3,62.9,1.8,3,4.8,0.6,0.7,1.5,0.2,0.3,2.7,3.2,10.7
436,K. SIMONKRUNOSLAV SIMON,"ZAG, UNI, LOK, EA7, EFS",238,155,25,9.7,2,3.9,50.9,1.4,3.9,36.4,1.5,1.8,83.8,0.6,2.9,3.5,2.9,0.7,1.6,0.2,0.2,1.9,2,10.8
437,L. KLEIZALINAS KLEIZA,"OLY, FBU, EA7",70,35,23,11.4,2.7,5,54,1.1,3.4,33.9,2.5,3,83.8,1.1,3.2,4.3,0.8,0.4,1,0.1,0.2,2.4,2.4,10.8
438,S. NICEVICSANDRO NICEVIC,"CIB, LJU, AEK, UNI, LMS",55,14,20,9.3,3.6,6.8,53.4,0,0.1,20,2,2.5,80.3,1.1,3.3,4.4,1.2,0.6,1.7,0.8,0.3,2.6,2.9,10.8
439,W. THOMASWILL THOMAS,"UNI, VBC, ZEN, ASM",179,140,25,8.1,2.4,4,59.2,0.6,1.8,33.5,1.4,1.8,81.9,1.5,2.8,4.3,1.2,0.7,0.6,0.1,0.2,1.4,2,10.8
440,J. LAUVERGNEJOFFREY LAUVERGNE,"ELA, PAR, FNB, ZAL, ASV",121,78,20,9.2,3.6,6.3,57.8,0.2,0.7,30,1.3,2.1,63.1,1.8,3.2,4.9,1.2,0.4,1.3,0.2,0.4,1.8,2.2,10.9
441,G. JAGODNIKGORAN JAGODNIK,"PRO, UOL",48,29,25,13.4,2.5,6,41.9,1.9,5.4,34.9,2.8,3.4,82.6,0.9,4.1,5.1,0.9,1.3,2,0.2,0.4,3.2,3.2,10.9
442,D. BOOKERDEVIN BOOKER,"KHI, FBB, BAY",120,93,22,9.3,3.2,5.4,59.5,0.5,1.3,37.5,1.4,1.8,77.1,1.7,2.5,4.3,1.4,0.6,1.3,0.3,0.1,2.3,2.2,10.9
443,J. VOIGTMANNJOHANNES VOIGTMANN,"KBA, CSK, EA7",216,113,21,8.1,1.9,3.2,61.2,1.1,2.7,39.4,1,1.3,72.8,1.3,3.8,5.1,1.7,0.5,1.1,0.3,0.1,1.7,1.3,11
444,M. TELETOVICMIRZA TELETOVIC,CLA,120,81,26,12.4,2.2,4.2,50.9,2.2,5.4,40.5,1.5,2.1,71.8,1.1,3.2,4.3,0.7,0.5,1.1,0.4,0.2,2.1,2,11
445,V. STEFANOVVRBICA STEFANOV,"AEK, ULK, OLY, MPS",103,86,29,10,2.6,4.7,55.3,1,2.7,38.4,1.7,2,87.6,0.6,1.5,2.1,2.7,1.2,1,0,0.2,2.1,2.2,11
446,D. PIERREDYSHAWN PIERRE,FNB,94,55,24,8.3,2.1,3.9,55.2,0.9,2.2,41.6,1.2,1.5,80.7,1,2.8,3.8,1.9,0.6,1.1,0.3,0.2,1.3,2.1,11
447,N. NEDOVICNEMANJA NEDOVIC,"LIE, VBC, UNI, AXM, PAO, CZV",173,71,21,12.5,2.3,4.7,49.4,1.9,5.3,34.8,2.3,2.7,83.3,0.3,1.4,1.7,3,0.6,1.9,0.1,0.3,1.9,3.4,11
448,D. SAVANOVICDUSKO SAVANOVIC,"VBC, EFS, BAY",108,80,24,10.7,2.6,5.8,45.7,1.1,3.2,35.1,2,2.5,79,1.3,3.1,4.4,1.4,0.8,1.4,0.2,0.6,1.6,2.9,11
449,T. HEURTELTHOMAS HEURTEL,"LBO, EFS, FCB, RMB",253,134,22,9.6,2.5,5,50.5,1.1,2.8,38.2,1.4,1.8,80.5,0.3,1.8,2.1,5.3,0.7,2.3,0,0.4,1.6,2.2,11.1
450,A. RUBITAUGUSTINE RUBIT,"BRO, OLY, ZAL, BAY",143,71,21,9.2,2.9,5.4,53.8,0.3,0.8,35.7,2.4,3,82.5,1.5,2.7,4.2,1,0.6,1.1,0.3,0.2,2.4,2.9,11.1
451,N. BJELICANEMANJA BJELICA,"CLA, FBU",109,54,21,8.6,2.1,3.8,56.4,1,2.9,35.5,1.3,1.8,71.3,1.3,4,5.3,1.5,1,1.1,0.4,0.2,2.2,1.9,11.1
452,G. PAPAGIANNISGEORGIOS PAPAGIANNIS,"PAO, FBB",154,101,20,7.6,3.3,5.1,63.8,0.1,0.3,44,0.7,0.9,69.7,1.7,3.6,5.3,0.6,0.4,1,1.2,0.1,1.7,1.1,11.1
453,A. DIALLOALPHA DIALLO,ASM,76,42,24,10,2.9,5.4,53.3,0.8,2.3,33,2,2.7,74.3,1.6,2.8,4.4,1.9,1.3,1.3,0.3,0.3,2.9,2.5,11.1
454,M. SMODISMATJAZ SMODIS,"VIR, FOR, CSK",170,97,22,10.7,2.5,4.5,55.6,1.1,2.9,39.5,2.2,2.9,77.8,1.2,2.8,4,0.8,0.8,1.4,0.3,0.3,2.6,3.2,11.2
455,T. ROCHESTIETAYLOR ROCHESTIE,"CLA, MPS, NIZ, MAC, OLY, CZV",105,51,21,10.9,2.5,5,49.8,1.4,3.3,43.3,1.6,1.8,89.6,0.4,1.2,1.6,4.2,0.5,1.7,0,0.2,1.9,2.4,11.2
456,E. BENNETTELMER BENNETT,"BKN, RMD, CJB",76,62,28,10.8,2.2,4.8,46.7,1.2,4.1,29.8,2.5,3.2,79.4,0.6,1.5,2.1,4.4,1.4,2.4,0,0.2,2.5,3.8,11.2
457,M. COSTELLOMATTHEW COSTELLO,BKN,62,20,20,9.3,2.4,3.8,62,1,3,35.3,1.5,2,74.4,1.5,3.1,4.6,1.4,0.5,1.1,0.9,0.3,2.4,2.2,11.2
458,C. HIGGINSCORY HIGGINS,"CSK, FCB",238,120,23,11.6,2.8,5.6,50.1,1.1,2.6,42.2,2.7,3.2,86.2,0.4,1.8,2.2,1.9,0.8,1.5,0.2,0.5,2.2,3.7,11.3
459,C. SMITHCHARLES SMITH,"PES, RMD, EFS, ROM",79,48,26,12.9,2.4,4.6,51.9,2.2,6.3,34.9,1.5,2,74.8,0.5,2.1,2.6,1.8,2,1.4,0.5,0.2,2.2,2.3,11.4
460,D. WILLIAMSDERRICK WILLIAMS,"BAY, FNB, VBC, MTA, PAO",160,104,25,11,2.6,4.5,56.7,1.3,3.5,36.2,2.1,2.9,73,0.7,2.9,3.6,1,0.8,1.2,0.2,0.3,1.5,2.7,11.4
461,M. KAKIOUZISMICHAILIS KAKIOUZIS,"AEK, MPS, FCB, EFS",150,48,23,10.2,2.9,5.1,56.9,0.8,2.4,33.1,2,2.7,75.6,1.7,3.3,5,0.6,1,1,0.2,0.3,2,2.2,11.4
462,J. NAVARROJUAN CARLOS NAVARRO,FCB,341,233,24,12.2,2.1,4.3,48.7,1.8,4.9,37.3,2.5,2.9,86.1,0.2,1.4,1.6,2.4,0.7,1.7,0,0.2,1.5,3.5,11.4
463,M. BATISTEMIKE BATISTE,"CHA, FBU, PAO",237,145,20,10.5,4,6.8,58.8,0.2,0.6,28.3,2,2.7,74.2,1.5,3.2,4.7,0.5,0.8,1.6,0.3,0.4,2.2,2.6,11.4
464,K. SLOUKASKOSTAS SLOUKAS,"FNB, OLY, PAO",354,98,22,9.3,1.8,3.8,47.5,1.1,2.8,39.9,2.3,2.6,89.1,0.3,1.8,2.1,4.3,0.6,1.9,0.1,0.3,1.7,2.9,11.4
465,I. BOUROUSISIOANNIS BOUROUSIS,"AEK, OLY, EAM, RMB, LBO, PAO",284,119,18,8.5,2.6,4.6,56,0.4,1.3,34.5,2,2.8,74.4,1.5,4.1,5.6,0.9,0.6,1.3,0.7,0.3,2.3,2.6,11.5
466,S. BECIROVICSANI BECIROVIC,"VIR, MES, FOR, PAO, ROM, LJU",110,47,23,11.8,2.3,5.3,44.3,1.1,3,35.6,3.9,4.7,84.6,0.5,2,2.6,2.6,1,2.2,0.1,0.4,2.5,4.2,11.5
467,P. MICKEALPETE MICKEAL,"BKN, FCB",103,84,24,10.5,3.3,6.3,52,0.5,1.4,36.2,2.4,2.7,87.5,1,3.6,4.6,0.8,1,1.2,0.2,0.4,2.2,2.5,11.5
468,D. ANDERSENDAVID ANDERSEN,"VIR, CSK, FCB, MPS, FBU",224,132,22,10.2,3.5,6.9,50.2,0.4,1,41.3,2.1,2.7,78.8,1.3,3.8,5.1,0.8,0.6,1.3,0.4,0.3,2.2,2.9,11.5
469,A. RANDOLPHANTHONY RANDOLPH,"LOK, RMB",168,111,19,10.3,2.5,4.6,53.5,1.2,3.2,38.4,1.7,2.2,76.2,1,3.2,4.2,0.8,0.6,1,0.5,0.1,1.5,2.2,11.5
470,A. RIGAUDEAUANTOINE RIGAUDEAU,"VIR, VBC",70,59,27,12.1,2.5,4.3,57.7,1.5,3.4,44.1,2.6,3,86.9,0.4,1.7,2,1.8,1.4,1.7,0.1,0.2,3,3.1,11.5
471,S. SHIELDSSHAVON SHIELDS,"KBA, EA7",130,100,26,11.3,3,5.7,52.6,1.2,3.2,37.4,1.8,2.1,83.9,0.8,2.7,3.5,1.6,0.8,1.2,0.2,0.3,1.8,2.5,11.5
472,N. PRKACINNIKOLA PRKACIN,"EFS, PAO, CIB",145,70,22,9.5,3.5,6.3,55.1,0,0.1,21.1,2.5,3.7,69.2,1.3,3.2,4.6,1.7,1.3,2.3,0.3,0.3,3.3,4.1,11.6
473,E. KOVACICEMILIJO KOVACIC,"FOR, BAY",44,22,21,9.9,3.8,7.4,51.1,0.1,0.2,40,2.1,3,68.7,1.9,3.7,5.5,0.7,1,1.2,0.7,0.4,2.5,2.5,11.6
474,T. MORRISTERENCE MORRIS,"MAC, CSK, FCB",87,43,22,8.4,2.2,3.5,61.7,1.1,2.6,43.2,0.7,1,70.5,1.4,4.1,5.4,1,0.7,1.1,1.1,0.1,1.7,1,11.6
475,M. MILICMARKO MILIC,"RMD, FOR, PES, LJU, ORL",89,72,24,11,4.3,8,53.1,0.1,0.5,23.9,2.1,3.4,62.8,2.2,2.6,4.8,1.8,1.5,2.1,0,0.4,2.9,3.3,11.6
476,V. SPANOULISVASSILIS SPANOULIS,"PAO, OLY",358,254,26,12.4,2.5,5,49.5,1.4,4.5,32.1,3.2,4.1,77.9,0.2,1.6,1.8,4.5,0.8,3,0,0.6,2.1,4.4,11.7
477,D. COLLINSDeJUAN COLLINS,"BER, ZAL",72,53,25,10.8,2.7,5.5,49.2,0.7,2.6,28.5,3.2,4,79.9,0.8,2.3,3.1,3.1,1.1,2.5,0.1,0.4,2.5,4.3,11.7
478,J. AUGUSTINEJAMES AUGUSTINE,"VBC, KHI, CSK, UNI",116,62,21,7.6,3.3,4.9,66.1,0,0.2,22.7,0.9,1.5,60.7,2.1,3.4,5.4,1.2,0.8,0.7,0.6,0.3,1.7,1.3,11.7
479,A. GUDAITISARTURAS GUDAITIS,"ZAL, AXM, ZEN, PAO",173,63,18,8.6,2.8,4.7,61.1,0,0.1,30,2.9,4.2,69.6,2,2.7,4.7,0.5,0.5,0.8,0.8,0.4,2.4,3.3,11.7
480,D. HAWKINSDAVID HAWKINS,"ROM, MPS, MIL",79,76,28,12.4,3.1,6.3,48.3,1,3.5,29.4,3.1,3.9,80.2,1,2.1,3,2.2,1.9,1.6,0.2,0.3,3,3.6,11.8
481,S. PENNSCOONIE PENN,"PES, CIB, EFS, OLY",103,92,30,11.7,2.6,5.7,45.9,1.2,3.5,34,2.8,3.5,80.9,0.4,2.2,2.6,2.9,1.7,1.9,0,0.4,2.5,3.7,11.8
482,J. LAKOVICJAKA LAKOVIC,"MES, PAO, FCB, GSL",218,135,25,11.6,1.6,3.3,49.9,1.7,4.5,38.6,3.1,3.7,83.6,0.3,1.3,1.6,2.7,0.9,1.9,0,0.3,2.1,4.2,11.8
483,T. SATORANSKYTOMAS SATORANSKY,FCB,93,76,22,8.3,2,3.8,53.8,0.9,2.1,42.1,1.5,1.9,81.1,0.7,2.5,3.2,4,0.8,1.5,0.2,0.2,2.2,2.5,11.8
484,D. OSTOJICDJURO OSTOJIC,PAR,40,24,26,9.6,3.4,5.8,58.3,0,0,50,2.8,4.4,63.1,3,3,6,1.1,0.7,1.9,0.4,0.3,3.7,4.2,11.9
485,M. VUJANICMILOS VUJANIC,"PAR, FOR, FCB, PAO, EFS",101,63,25,14,2.3,4.4,52.2,1.9,5.1,37,3.7,4.6,81,0.4,1.4,1.8,2,1,2,0,0.3,2.6,4.3,11.9
486,S. VEZENKOVSASHA VEZENKOV,"FCB, OLY",228,104,20,9.6,2.2,3.6,62.8,1.2,3.1,39.5,1.5,1.7,86,1,3.1,4.1,1,0.6,0.6,0.2,0.1,1.3,1.8,11.9
487,A. McDONALDARRIEL McDONALD,"MAC, PAO, MPS",67,48,27,10.4,2.6,4.8,54.5,0.9,2.6,35.5,2.4,3.1,77.9,0.5,1.8,2.3,3,1.6,1.4,0.1,0.2,2.7,3.3,11.9
488,B. DUNSTONBRYANT DUNSTON,"OLY, EFS, VIR",295,186,22,8.3,3.1,5,62.6,0,0.1,26.5,1.9,3,65.8,1.9,2.7,4.6,1,0.8,0.8,1.1,0.2,2.7,2.8,12
489,N. CALATHESNICK CALATHES,"PAO, FCB, FBB",321,276,26,9.2,2.9,5.6,50.9,0.9,2.9,29.5,1,1.8,53.8,0.5,3.1,3.7,5.9,1.3,2.2,0.1,0.4,2.4,2.4,12
490,M. SKELINMATE SKELIN,"MES, FOR, PAU, CIB, LMS",87,71,24,8.6,2.9,5.3,54.5,0,0,0,2.9,4.6,62.8,2.1,4.1,6.2,0.9,0.5,1.9,0.5,0.3,2.6,4.1,12
491,M. POPOVICMARKO POPOVIC,"ZAD, BUD, VBC, CIB, EFS, ZAL, ZEN",123,59,25,12.5,1.8,3.4,51.7,2,5.2,38,3,3.6,82.1,0.4,1.3,1.7,2.8,1.2,1.9,0,0.4,2.5,4.2,12
492,G. YABUSELEGUERSCHON YABUSELE,"ASV, RMB",98,78,25,10.9,2.6,4.6,55.6,1.4,3.4,40.2,1.6,2.2,74.1,1.1,3.3,4.4,1.3,0.9,1.4,0.4,0.3,1.7,2.2,12
493,S. WEEMSSONNY WEEMS,"ZAL, CSK, MTA, EFS",123,113,28,13.2,3.8,7.4,50.6,1.3,3.6,36,1.8,2.4,75.8,0.5,3.1,3.6,3,0.9,2.2,0.2,0.3,2.3,2.6,12
494,N. MILUTINOVNIKOLA MILUTINOV,"PAR, CSK, OLY",201,156,19,7.5,2.9,4.6,62.2,0,0,40,1.8,2.4,73.4,2.5,3,5.5,0.9,0.4,0.9,0.6,0.3,1.9,2.5,12.1
495,B. BOGDANOVICBOJAN BOGDANOVIC,"RMD, CIB, FBU",87,57,27,13.8,3.3,6.2,52.4,1.4,4,35.9,2.9,3.7,78.7,0.6,1.8,2.5,1.2,0.7,1.6,0.3,0.5,1.8,3.8,12.1
496,B. DAVIESBRANDON DAVIES,"ZAL, FCB, EA7, VBC",203,113,20,10.8,3.9,7.1,55.4,0.1,0.4,33.3,2.7,3.5,75.5,1.4,2.7,4,1.6,0.8,1.8,0.4,0.4,2.7,3.6,12.1
497,M. HAISLIPMARCUS HAISLIP,"ULK, EFS, UNI, PAO, CLA",77,65,25,11.7,3.3,6.3,51.9,0.9,2.7,33.2,2.5,3.4,71.9,1.6,3.7,5.2,0.4,0.6,1.4,1.1,0.4,2.4,3,12.1
498,D. LAVRINOVICDARJUS LAVRINOVIC,"RMD, FBU, CSK, ZAL, BUD",118,65,20,9.9,2.9,5.1,58,0.6,1.9,34.2,2.1,2.8,75.2,1.4,3.3,4.8,1.1,0.7,1.6,1,0.3,2.6,3,12.1
499,C. JONESCHRIS JONES,"MTA, ASV, VBC",94,64,22,11,3.1,5.8,54,1,2.7,37,1.7,2,83.9,0.3,2,2.3,3.5,1.1,1.7,0.1,0.3,1.7,2.5,12.1
500,K. PUNTERKEVIN PUNTER,"OLY, CZV, AXM, PAR",97,61,24,14.3,2.8,5.8,48.8,1.8,4.6,40.2,3.1,3.5,89.3,0.2,1.5,1.8,1.8,0.8,1.1,0.1,0.5,2.3,3.4,12.1
501,D. HALLDONTA HALL,ASM,77,7,18,7.8,3.2,4.3,74.7,0,0,0,1.4,2,71.4,2,3.3,5.3,0.4,0.5,0.6,1,0.1,2.2,1.8,12.2
502,V. LUCICVLADIMIR LUCIC,"PAR, VBC, BAY",179,155,26,10.3,2.1,3.8,55.3,1.2,3.1,38.1,2.6,3.1,85.2,0.7,3,3.7,1.2,0.9,1,0.2,0.2,2.3,3.5,12.2
503,K. GREGORYKENNY GREGORY,"LMS, EFS, UOL, SLU",53,50,31,12.9,4.7,8.8,53.8,0.8,1.7,45.7,1.1,1.9,58.4,1.2,3.6,4.8,1.5,0.6,1.9,0.2,0.3,2,2.1,12.2
504,V. POIRIERVINCENT POIRIER,"KBA, RMB",138,55,19,8.4,3.3,5.6,59.7,0,0.1,33.3,1.7,2.3,73.7,2.3,3.4,5.8,0.9,0.6,1.1,0.9,0.3,2.4,2.3,12.2
505,B. BOGDANOVICBOGDAN BOGDANOVIC,"PAR, FNB",108,89,28,12.3,2.4,5.2,45.9,1.8,4.9,37.6,2,2.6,80.1,0.6,2.7,3.3,3.1,1.1,2,0.3,0.5,2.2,3.3,12.2
506,J. MICKEYJORDAN MICKEY,"RMB, KHI, ZEN, VIR",137,59,23,11.3,3.8,6.5,58.3,0.6,2,30.5,1.9,2.4,77,1.2,3.5,4.7,0.8,0.7,1.6,1,0.4,2.1,2.5,12.3
507,N. PEKOVICNIKOLA PEKOVIC,"PAO, PAR",98,45,20,11.7,4.2,7.1,59.4,0,0,0,3.2,4.3,75.7,2,2.2,4.3,0.5,0.5,1.7,0.5,0.6,3.2,4.3,12.3
508,J. NEBOJOSH NEBO,"ZAL, MTA",68,51,21,8.1,3.3,5,65.2,0,0,0,1.5,2.3,64.2,2.4,3.8,6.2,0.6,0.5,1,0.7,0.2,1.8,1.9,12.3
509,T. SPLITTERTIAGO SPLITTER,CLA,137,65,21,10.5,3.9,6.6,59.7,0,0,0,2.6,4.5,58.2,1.7,3.1,4.8,1,0.9,1.5,0.7,0.5,2.8,3.9,12.3
510,F. CAMPAZZOFACUNDO CAMPAZZO,"CZV, RMB",123,86,22,8.7,1.4,3.1,46.6,1.3,3.7,33.8,2,2.4,86.6,0.3,2,2.3,5.3,1.5,2.2,0,0.2,2.4,3.7,12.3
511,M. TEODOSICMILOS TEODOSIC,"OLY, CSK, VIR, CZV",264,142,25,11.7,1.6,3.2,51.4,2,5.3,37.8,2.4,2.7,87.9,0.3,2.1,2.3,4.9,0.8,2.5,0,0.2,2.4,3,12.3
512,J. MCLEANJAMEL MCLEAN,"ALB, EA7, OLY",93,30,21,9.9,3.3,5.8,57.3,0,0.3,12.5,3.2,4.4,72.5,1.8,2.9,4.7,1.2,0.7,1.6,0.2,0.4,2.8,4.4,12.4
513,E. COTAED COTA,"OOS, FCB, ZAL",62,50,30,10,3.2,6.3,50.5,0.6,1.9,32.2,1.9,2.5,72.8,1.1,2.3,3.5,4.8,1.2,2.4,0.1,0.2,1.9,2.4,12.4
514,D. BROWNDERRICK BROWN,"LOK, EFS, CZV",107,73,25,10.8,3.8,7.4,51.7,0.4,1.4,31.7,1.9,2.6,72.2,1.3,3.2,4.5,1.7,0.9,1.3,0.4,0.3,1.6,2.6,12.4
515,S. WILBEKINSCOTTIE WILBEKIN,"DDI, MTA, FBB",201,168,25,13.3,1.9,4,47.6,2.4,6.6,37,2.1,2.5,84.9,0.3,1.6,2,3.3,1.2,1.9,0,0.3,1.8,3.2,12.4
516,A. ZIZICANTE ZIZIC,"DDI, MTA, EFS",117,89,19,9.5,4,6.2,64.8,0,0,0,1.5,2.1,70,2.1,2.9,5,0.6,0.4,1.1,0.7,0.4,1.6,2.1,12.5
517,M. PONITKAMATEUSZ PONITKA,"PRO, ZGA, ZEN, PAO, PAR",120,80,25,8.2,2.1,3.9,54.4,0.6,1.9,31.4,2.1,2.8,72.9,1.4,3.8,5.2,2.4,0.9,1.9,0.1,0.3,1.8,3.6,12.5
518,P. HENRYPIERRIA HENRY,"FBB, TDS",100,63,26,9,2.4,4.9,48.6,0.8,2.7,31.5,1.7,2.2,77.5,0.8,2.5,3.3,5.3,1.7,2.6,0.1,0.2,2,2.8,12.5
519,C. EIDSONCHUCK EIDSON,"LIE, MAC, FCB",78,68,28,10.4,2.4,5.5,44.1,1.1,2.9,37.3,2.3,3.1,76.5,1.1,3.1,4.1,2.8,1.8,1.7,0.2,0.2,2,2.8,12.5
520,M. LESSORTMATHIAS LESSORT,"CZV, BAY, MTA, PAR, PAO",96,59,22,8.8,3.2,5.2,61.6,0,0,0,2.3,3.4,68.4,2.4,2.9,5.4,0.9,0.8,1.4,0.6,0.3,2.5,3.4,12.5
521,E. OKOBOELIE OKOBO,"ASV, ASM",69,29,26,13.4,3,5.9,52,1.5,4.1,35.4,2.9,3.5,83.8,0.2,2.1,2.4,3.7,0.9,2.5,0.1,0.2,2.4,3.2,12.6
522,Z. LEDAYZACH LEDAY,"OLY, ZAL, AXM, PAR",134,77,24,10.7,3,5.8,52.8,0.7,1.6,41.1,2.6,3.1,84.4,1.3,3.3,4.6,0.8,0.5,1.1,0.4,0.5,2.1,3.5,12.6
523,T. WATSONTRAVIS WATSON,"FOR, MIL, ZAL",62,37,21,9,3.6,6.3,57.3,0,0,33.3,1.8,3,59,3,4.7,7.7,1.1,1.2,1.9,0.6,0.4,3.5,2.9,12.6
524,V. ALEXANDERVICTOR ALEXANDER,"BKN, UNI, CSK",56,49,26,12.9,5.1,9.4,54.6,0.2,0.5,37,2.1,2.9,70.7,1.7,3.9,5.6,0.7,0.9,1.7,0.1,0.3,2.9,2.7,12.7
525,L. BULLOCKLOUIS BULLOCK,"VER, UNI, RMD",137,98,25,14.1,2.4,5.1,48.3,2,5,40,3.2,3.7,87.2,0.4,1.5,2,2.1,1.2,1.8,0,0.3,2.3,3.8,12.7
526,T. LANGDONTRAJAN LANGDON,"TRE, EFS, CSK",167,163,30,13,2.5,4.5,54.9,2,4.8,42.7,2,2.3,86.8,0.5,2.6,3.1,1.3,1.3,1.4,0.1,0.3,2.2,2.8,12.7
527,K. LAVRINOVICKSISTOF LAVRINOVIC,"MPS, ZAL",124,19,21,10.6,2.4,4.5,53.6,1,2.6,38.9,2.7,3.5,76.6,1.2,3.3,4.5,1,1,1.5,0.5,0.3,2.2,3.6,12.7
528,R. SISKAUSKASRAMUNAS SISKAUSKAS,"TRE, PAO, CSK",143,127,27,11.6,2.3,4.2,55.4,1.5,3.5,41.9,2.5,3.2,76.7,0.8,2.2,3,1.6,1.1,1.3,0.2,0.2,1.9,3.5,12.8
529,I. RAKOCEVICIGOR RAKOCEVIC,"BUD, RMD, BKN, EFS, MPS",159,119,26,14.6,2.9,5.9,49.8,1.7,4.5,38.4,3.5,4.3,81.6,0.4,1.9,2.3,2,0.8,2.2,0,0.5,1.6,3.9,12.8
530,M. BOOKERMELVIN BOOKER,"PES, ULK, MIL",71,63,32,14,3.5,6.8,51,1.4,4.3,32.4,2.9,3.6,80.8,0.4,2.3,2.8,3.3,1.2,2,0,0.4,2.8,3.7,12.9
531,M. FALLMOUSTAPHA FALL,"ASV, OLY",108,104,22,8,3.2,4.5,70.9,0,0,0,1.6,2.6,58.7,1.9,3.2,5.1,1.7,0.5,1.4,0.9,0.2,2.1,3,13.1
532,A. TOMICANTE TOMIC,"RMD, FCB",283,232,20,9.8,4,6.8,59.3,0,0,0,1.8,2.8,63.2,1.8,3.6,5.5,1.7,0.5,1.4,0.5,0.3,2.4,3.1,13.2
533,R. GIEDRAITISROKAS GIEDRAITIS,"BER, TDS, CZV",123,113,27,12,2.4,4.4,55,1.7,4.5,37.7,1.9,2.3,82.3,1,3,4.1,1.5,1.1,1,0.1,0.2,1.6,2.5,13.2
534,W. BALDWIN IVWADE BALDWIN IV,"OLY, BAY, BKN, MTA",127,105,25,13.7,3.9,7.7,50.2,1.1,3.6,31.4,2.6,3.3,77.7,0.4,2.7,3.1,4,0.9,2.5,0.2,0.3,2.7,3.9,13.3
535,A. GOUDELOCKANDREW GOUDELOCK,"FBU, MTA, AXM",74,58,28,15.5,3.6,7,52,2.2,5.3,41.1,1.7,2,86.5,0.3,2.1,2.4,2.2,0.6,1.4,0.1,0.3,1.8,2.8,13.4
536,L. GREERLYNN GREER,"WKS, OLY, FBU, UNK",92,42,25,13.2,2.7,5.8,47.5,1.3,3.5,37.9,3.8,4.2,89.9,0.5,1.6,2.1,2.8,1,2,0.1,0.4,2,4.3,13.4
537,A. PARAKHOUSKIARTSIOM PARAKHOUSKI,"NIZ, UNK, MTA",82,76,20,10.4,4.2,6.8,62.1,0,0,0,2,2.7,72,2.2,2.9,5.1,0.5,0.5,1,1.4,0.3,2.3,2.5,13.5
538,M. DELANEYMALCOLM DELANEY,"BAY, LOK, FCB, AXM",141,118,26,12.3,1.9,4.3,43.6,1.8,4.7,38.9,3.1,3.8,80.4,0.4,2.5,2.8,4.2,0.8,2.1,0,0.3,2.8,4.6,13.5
539,L. BROWNLORENZO BROWN,"CZV, FNB, UNK, MTA",124,98,27,13,3.7,7.4,49.8,1.2,3.7,33.6,1.9,2.2,85.5,0.5,2.4,2.9,4.8,1.2,2.6,0.1,0.5,1.9,2.9,13.5
540,K. DAVIDKORNEL DAVID,"ZAL, BKN",81,58,26,11.6,4.1,7.9,52.4,0.1,0.2,40,3.1,3.8,82.3,1.7,3.8,5.5,1,0.9,1.4,0.5,0.3,3,3.1,13.5
541,D. FISCHERDOR FISCHER,"MAC, RMD, BIL, BRO, UNK",89,53,22,9.2,3.7,5.6,66.4,0,0.1,50,1.6,2,80.2,1.9,3.9,5.8,1.1,0.5,1.1,1.6,0.2,2.7,1.7,13.6
542,T. SHENGELIATORNIKE SHENGELIA,"CHA, LBO, CSK, VIR",223,178,24,11.7,3.6,6.7,53.4,0.7,1.8,36.3,2.5,3.6,70.2,1.5,3.3,4.7,2,0.9,2,0.4,0.5,2.3,4,13.6
543,B. MCCALEBBBO MCCALEBB,"PAR, MPS, FBU, BAY",106,88,26,13.1,4.1,7.1,57.4,0.7,2,33.6,2.9,3.7,79.8,1,1.7,2.7,2.7,1.6,1.7,0,0.6,2.3,3.3,13.6
544,R. GRIFFITHRASHARD GRIFFITH,"VIR, BKN, ROM",61,54,25,9.9,3.9,6.3,61.3,0,0,0,2.1,3.9,54.7,2.3,4.7,7,0.9,1.2,1.9,1,0.2,3.5,3.6,13.6
545,J. VESELYJAN VESELY,"PAR, FNB, BAR",315,218,24,10.7,4.2,6.7,62.2,0.1,0.3,27.9,2.1,3.3,63.5,1.8,3.1,4.9,1.6,1,1.4,0.6,0.2,3,3.4,13.6
